MenuID,RestaurantID,ItemName,Description,Price,Category,CuisineType,IsVegetarian,IsAvailable
2733,90,Wrap Royal,Voluptates officia nesciunt voluptate fugit quae dolorem.,67.62,Beverage,Fast Food,False,True
2734,90,Pizza Royal,Totam perspiciatis cumque laboriosam provident sed voluptate explicabo similique itaque qui itaque.,133.06,Salad,Fast Food,True,True
2735,90,Pizza Deluxe,Quasi a ratione in soluta ipsa ipsa enim.,102.77,Appetizer,Fast Food,True,True
2736,90,Burger,Rem voluptatum totam laudantium repudiandae unde.,86.91,Soup,Fast Food,False,True
2737,90,Nuggets Special,Corporis illum natus quibusdam reprehenderit maxime similique minus sed.,125.64,Soup,Fast Food,True,True
2738,90,Sandwich,At iusto quas similique qui minus.,190.78,Dessert,Fast Food,False,True
2739,90,French Fries Classic,Molestiae fugit impedit non natus amet eveniet.,68.14,Beverage,Fast Food,True,True
2740,90,Pizza Special,Consequatur ut dicta officiis officiis atque voluptates delectus nihil architecto ad corporis occaecati.,556.19,Main Course,Fast Food,True,True
2741,90,Nuggets Classic,Rerum minima voluptas earum voluptatum aspernatur.,152.23,Appetizer,Fast Food,False,True
2742,90,French Fries Deluxe,Error alias cumque laborum dolorum consequuntur.,127.51,Beverage,Fast Food,False,True
2743,90,Burger Deluxe,Et consectetur sunt distinctio illum libero similique nostrum omnis harum.,248.07,Salad,Fast Food,False,True
2744,90,French Fries Deluxe,Quos aperiam eius facilis totam vero eum distinctio nobis culpa adipisci magnam laboriosam.,74.31,Bread,Fast Food,False,True
2745,90,Burger Royal,Culpa similique voluptatum praesentium ipsam mollitia expedita.,149.87,Beverage,Fast Food,True,True
2746,90,Nuggets Royal,Minima quod at aliquid officiis autem impedit quis occaecati accusamus.,92.62,Appetizer,Fast Food,True,True
2747,90,Wrap Royal,Error quasi debitis omnis quasi culpa sint velit accusantium enim.,161.13,Soup,Fast Food,True,True
2748,90,Burger Deluxe,Laudantium deleniti inventore voluptas eaque qui aliquid illo quia ex vitae voluptatibus distinctio.,146.05,Soup,Fast Food,False,True
2749,90,Sandwich Special,Soluta recusandae impedit corrupti optio eum laborum incidunt ipsum.,184.54,Main Course,Fast Food,True,True
2750,90,Nuggets Classic,Similique architecto ipsa dignissimos totam est quos tempore sapiente incidunt sapiente magnam.,102.33,Salad,Fast Food,True,True
2751,90,French Fries,At aperiam veritatis voluptatibus natus vel saepe.,126.25,Appetizer,Fast Food,False,True
2752,90,Sandwich Royal,Illo quia ipsum laudantium animi minima veritatis ad.,23.18,Bread,Fast Food,False,True
2753,90,French Fries Classic,Amet assumenda expedita deserunt dolorum quam numquam vel delectus aspernatur perspiciatis explicabo recusandae.,145.1,Dessert,Fast Food,True,True
2754,91,Special Dish,Officia libero harum ducimus tempore incidunt repudiandae reiciendis.,192.24,Appetizer,Beverages,True,True
2755,91,House Special Deluxe,Sunt cumque ducimus dolorem facilis nobis vero iste.,89.95,Dessert,Beverages,False,False
2756,91,Special Dish Deluxe,Iusto odit minima voluptate accusantium porro soluta laborum debitis ab doloremque porro sapiente.,407.48,Main Course,Beverages,False,True
2757,91,Chef Special Royal,Harum numquam veritatis quae quidem aut quos.,85.81,Soup,Beverages,True,True
2758,91,Chef Special Special,Consequatur vitae quae animi odit odit corrupti in sequi totam voluptatibus ipsum enim.,125.86,Beverage,Beverages,False,False
2759,91,House Special,Vitae optio iste totam nostrum rerum incidunt a.,82.44,Beverage,Beverages,True,True
2760,91,Chef Special Classic,Blanditiis libero eligendi id aperiam quisquam alias accusantium illum expedita quisquam at occaecati.,125.12,Dessert,Beverages,False,True
2761,91,Special Dish Classic,Perspiciatis natus animi nostrum molestias delectus quia iste fuga quidem.,100.3,Dessert,Beverages,False,True
2762,91,House Special Deluxe,Error cumque ex consequatur excepturi recusandae nisi quibusdam dignissimos maiores officiis.,118.68,Soup,Beverages,False,True
2763,91,Chef Special,Aliquam porro similique voluptatibus alias similique sunt aut a blanditiis.,162.25,Salad,Beverages,True,False
2764,91,House Special Classic,Recusandae omnis dolorum neque magni illo voluptates.,227.91,Salad,Beverages,True,False
2765,91,Special Dish Royal,Possimus alias illum neque recusandae consequuntur voluptatibus aspernatur cupiditate quos quod dolor.,66.63,Bread,Beverages,True,True
2766,91,Chef Special,Quia iusto voluptatem consequatur commodi laudantium ipsum harum.,179.28,Dessert,Beverages,True,True
2767,91,House Special,Dolore minus cupiditate distinctio accusantium nemo repellat nesciunt nihil error doloremque alias tempora.,54.21,Appetizer,Beverages,True,True
2768,91,Chef Special Classic,Ducimus rem corrupti magnam dolores labore odit.,72.49,Beverage,Beverages,False,True
2769,91,Special Dish Royal,Distinctio accusantium est deleniti tempore blanditiis quisquam ratione veritatis earum perferendis.,49.51,Bread,Beverages,False,True
2770,91,House Special Classic,Atque sint ex earum neque esse temporibus facilis dolorem sed.,196.82,Appetizer,Beverages,True,True
2771,91,Chef Special Special,Neque nulla ullam dolorem rem ut dignissimos asperiores.,154.9,Dessert,Beverages,False,False
2772,91,Chef Special Royal,Ullam autem voluptatibus pariatur reiciendis eligendi atque minima ipsum natus laboriosam.,372.16,Main Course,Beverages,True,True
2773,91,Special Dish Classic,Quibusdam culpa cumque vel nesciunt ab.,70.88,Bread,Beverages,True,True
2774,91,Special Dish Special,Asperiores odit hic occaecati mollitia illo ut officia dolorem.,123.83,Soup,Beverages,False,False
2775,91,House Special,A ipsum fugit facilis ipsa amet unde reprehenderit sed necessitatibus dolores.,263.43,Main Course,Beverages,False,True
2776,91,Special Dish Classic,Fuga debitis itaque iste asperiores vitae doloribus dignissimos nihil repellendus odit.,87.53,Dessert,Beverages,True,True
2777,91,Special Dish Royal,Quia nulla vel praesentium reiciendis minus corrupti adipisci aut repellendus amet iusto.,589.13,Main Course,Beverages,True,True
2778,91,Special Dish Deluxe,Omnis in odio facilis amet deleniti in repellendus accusantium perferendis occaecati.,164.38,Salad,Beverages,True,True
2779,91,House Special Classic,Iure amet incidunt corrupti itaque voluptas dolore architecto soluta odit nobis repellat dignissimos.,409.55,Main Course,Beverages,True,True
2780,91,Chef Special Royal,Deserunt voluptatum nisi fuga ipsam ex provident.,326.15,Main Course,Beverages,True,True
2781,91,House Special Classic,Sapiente deleniti saepe sed aperiam vero iure.,74.3,Appetizer,Beverages,False,True
2782,91,Special Dish Deluxe,Consequatur fuga eos maxime optio corporis eveniet doloribus.,175.58,Dessert,Beverages,False,True
2783,91,Chef Special Royal,Facilis hic distinctio repudiandae ut pariatur.,119.57,Appetizer,Beverages,True,False
2784,91,Chef Special Deluxe,Suscipit esse et sit voluptas similique cupiditate ducimus hic eum maxime.,100.82,Salad,Beverages,False,True
2785,91,House Special Special,Alias ullam labore amet totam provident placeat quasi pariatur.,50.41,Bread,Beverages,False,True
2786,91,House Special Deluxe,Qui excepturi nobis odit et autem.,93.54,Beverage,Beverages,False,True
2787,91,Special Dish Royal,In laudantium quisquam fugiat labore nostrum provident sequi similique ullam aspernatur.,81.34,Beverage,Beverages,True,True
2788,91,Chef Special Special,Velit porro at possimus quibusdam quasi deleniti non harum blanditiis porro voluptas.,209.68,Appetizer,Beverages,True,True
2789,92,Sambar Deluxe,In laborum delectus quis facilis praesentium aliquid sit quis aspernatur.,111.07,Dessert,South Indian,True,True
2790,92,Idli Deluxe,Molestiae nihil dolorum aliquam atque animi harum molestiae quaerat.,41.74,Bread,South Indian,False,True
2791,92,Vada,Animi suscipit libero aliquam porro pariatur quos velit culpa dignissimos natus quisquam.,172.79,Salad,South Indian,True,True
2792,92,Uttapam Classic,Laboriosam omnis enim deleniti iusto repellat voluptas illo quasi magnam reprehenderit amet in.,124.22,Beverage,South Indian,True,True
2793,92,Sambar Deluxe,Eius a nemo tempora dolorem tempora ad odit.,125.59,Salad,South Indian,True,True
2794,92,Sambar Classic,Fugiat aliquid ea doloremque voluptas illo cum eos incidunt.,68.49,Bread,South Indian,False,True
2795,92,Uttapam,Voluptates minima quod possimus libero molestiae dignissimos.,153.45,Soup,South Indian,True,True
2796,92,Coconut Chutney Special,Dolore est est ratione autem rem placeat modi corrupti est illum.,304.01,Main Course,South Indian,False,True
2797,92,Sambar Special,Inventore pariatur unde illum fugit minima blanditiis iusto omnis mollitia exercitationem tempore.,132.99,Appetizer,South Indian,True,True
2798,92,Dosa Special,At recusandae blanditiis aspernatur quod perspiciatis itaque eum.,41.46,Bread,South Indian,True,True
2799,92,Uttapam Special,Distinctio distinctio maiores saepe qui laudantium accusantium tempore consequatur mollitia vitae.,151.77,Soup,South Indian,False,False
2800,92,Uttapam Deluxe,Molestiae dolorum commodi quo temporibus doloremque illo.,251.92,Main Course,South Indian,False,True
2801,92,Vada,Asperiores aliquam dignissimos sit optio incidunt accusantium.,26.34,Bread,South Indian,True,True
2802,92,Uttapam Deluxe,Voluptas fugit aliquid necessitatibus tempore voluptatibus molestiae culpa veritatis dolor corporis fuga.,82.27,Beverage,South Indian,False,True
2803,92,Uttapam Classic,Eos consequatur nobis ex nihil tempore odio officia voluptatem laudantium libero.,52.5,Bread,South Indian,False,False
2804,92,Uttapam Deluxe,Nesciunt ea deleniti sequi perspiciatis repudiandae vel perspiciatis id.,209.74,Main Course,South Indian,False,True
2805,92,Uttapam,Laborum incidunt possimus ut placeat voluptate perspiciatis ipsa veniam at.,128.82,Soup,South Indian,True,True
2806,92,Idli Special,Veritatis similique sit unde temporibus vero molestias repudiandae ipsa.,39.57,Bread,South Indian,False,True
2807,92,Sambar Deluxe,Quae totam quia veniam ratione quae corrupti repellat doloribus illo adipisci.,127.44,Appetizer,South Indian,False,True
2808,92,Uttapam,Architecto vero neque dolore dignissimos officiis voluptas illo tenetur et mollitia cum cupiditate.,68.05,Bread,South Indian,False,True
2809,92,Coconut Chutney,Vitae esse aspernatur molestias aliquam fugiat non facere sit harum accusantium consequuntur in.,129.8,Soup,South Indian,True,True
2810,92,Coconut Chutney Classic,Aliquam in aliquid tenetur in iusto exercitationem laboriosam in eveniet minima magnam sit.,551.42,Main Course,South Indian,True,True
2811,92,Dosa Royal,Occaecati est quod laudantium sit odio totam debitis aspernatur amet eveniet.,158.43,Salad,South Indian,False,True
2812,92,Idli,Voluptate pariatur ad soluta nulla libero quaerat error perferendis cupiditate consectetur consequuntur aperiam.,107.77,Dessert,South Indian,True,False
2813,92,Vada Royal,Repellat numquam deleniti voluptatibus cupiditate magni consequatur rem reprehenderit vero.,62.4,Appetizer,South Indian,False,True
2814,92,Uttapam Deluxe,Magni commodi rerum recusandae ratione cumque laborum tempora sed.,206.34,Salad,South Indian,False,True
2815,92,Vada,Voluptate fugiat non soluta error beatae ab blanditiis magnam esse.,133.46,Beverage,South Indian,True,True
2816,93,Special Dish Classic,Enim necessitatibus consequatur accusamus architecto voluptatem cupiditate suscipit aspernatur.,36.96,Bread,Mughlai,True,True
2817,93,House Special,Esse adipisci in at earum soluta quas facilis corrupti voluptatum reprehenderit.,162.14,Soup,Mughlai,True,True
2818,93,Special Dish Special,Sed nulla modi ratione sed doloremque.,88.63,Beverage,Mughlai,True,True
2819,93,House Special Royal,Repellat dignissimos nulla pariatur distinctio in sit facere blanditiis voluptatum doloribus repellendus corrupti.,106.29,Soup,Mughlai,True,True
2820,93,Chef Special Deluxe,Cupiditate dolores mollitia error corrupti maxime rerum consequatur dolorem explicabo culpa atque.,114.13,Appetizer,Mughlai,True,True
2821,93,Chef Special Classic,Deserunt quam laborum nesciunt animi a.,74.93,Bread,Mughlai,False,True
2822,93,Special Dish,Quas eum id magnam quo laborum.,90.95,Beverage,Mughlai,True,True
2823,93,Special Dish Royal,Eum totam magni consequuntur ratione magni repellat mollitia perferendis sed laudantium explicabo.,116.89,Dessert,Mughlai,False,True
2824,93,Special Dish,Vero ratione corporis odit deserunt exercitationem sit nam laborum.,39.53,Bread,Mughlai,True,True
2825,93,House Special Classic,Vitae molestias soluta iste iusto quam voluptas dicta explicabo quis fuga.,250.66,Main Course,Mughlai,True,True
2826,93,Special Dish,Fuga ipsa error temporibus doloribus natus nihil accusantium quia dolore laboriosam excepturi.,154.11,Salad,Mughlai,False,True
2827,93,Special Dish Special,Eligendi beatae vel voluptatem ducimus velit rerum similique ut.,115.9,Appetizer,Mughlai,False,True
2828,93,Special Dish Royal,Doloremque corrupti placeat distinctio sed expedita minima officia.,160.57,Appetizer,Mughlai,False,True
2829,93,House Special Deluxe,Nulla molestias voluptatum minus id in laboriosam.,151.96,Soup,Mughlai,True,True
2830,93,Chef Special Deluxe,Magni necessitatibus rem optio ullam eos quas.,167.72,Soup,Mughlai,False,True
2831,93,Special Dish Classic,Id illo nulla enim quo suscipit id doloremque cum culpa nostrum vero.,64.92,Bread,Mughlai,False,True
2832,93,Special Dish Deluxe,Similique numquam rem error molestiae beatae autem quis in asperiores consequuntur impedit.,371.68,Main Course,Mughlai,True,True
2833,93,House Special Deluxe,Nam ad ea fugiat error hic facilis laudantium esse dignissimos adipisci saepe similique.,149.68,Salad,Mughlai,True,True
2834,93,Special Dish Royal,Neque perferendis dolorem quis architecto aut quae.,120.72,Soup,Mughlai,True,False
2835,93,Chef Special,Fugiat voluptates facere nulla fugiat aspernatur.,137.19,Beverage,Mughlai,False,True
2836,93,Chef Special Royal,Nostrum excepturi laudantium cumque amet repudiandae facilis inventore delectus suscipit temporibus quia non.,526.81,Main Course,Mughlai,True,True
2837,93,Special Dish Classic,Consectetur laudantium unde voluptatem saepe eum sed dolores.,30.69,Bread,Mughlai,True,True
2838,93,House Special Deluxe,Praesentium illo distinctio rerum doloribus impedit provident reiciendis blanditiis cumque voluptas.,123.39,Appetizer,Mughlai,True,True
2839,93,Special Dish Royal,Labore reiciendis beatae deserunt laudantium veritatis excepturi fugiat saepe quis non eius.,88.1,Soup,Mughlai,False,True
2840,93,House Special Special,Doloribus nulla ipsa qui quia modi animi recusandae.,424.38,Main Course,Mughlai,False,True
2841,93,Special Dish Classic,Voluptatem nisi nostrum velit iste odit aliquid non eius illo.,157.04,Appetizer,Mughlai,True,True
2842,93,House Special Royal,Ratione ullam in molestias tempore neque cupiditate nam rem quod in nam et.,410.37,Main Course,Mughlai,True,True
2843,93,Special Dish Royal,Quisquam reiciendis reprehenderit sint quia qui nesciunt.,121.99,Dessert,Mughlai,True,True
2844,93,House Special Classic,Sed earum sint molestias quisquam sit sed.,203.95,Salad,Mughlai,False,True
2845,93,Chef Special Deluxe,Quidem laudantium voluptates dolorum corporis distinctio.,74.18,Beverage,Mughlai,False,True
2846,93,House Special Special,Asperiores esse possimus in deleniti perspiciatis.,174.77,Dessert,Mughlai,True,True
2847,94,Chef Special,Pariatur sed optio velit unde nesciunt doloremque blanditiis consectetur temporibus.,48.74,Bread,Continental,False,False
2848,94,Special Dish Deluxe,Pariatur commodi sapiente exercitationem ullam aliquid ipsa maiores.,207.93,Main Course,Continental,True,True
2849,94,Special Dish Special,Quas fugit voluptatum repellat iste officiis consequuntur.,515.82,Main Course,Continental,True,True
2850,94,Chef Special Royal,Amet provident iure cum nihil quibusdam voluptate repellendus magni aliquam nisi eos.,100.61,Salad,Continental,True,True
2851,94,Chef Special Special,Perferendis vero error nostrum cum debitis assumenda veniam debitis et enim.,149.13,Appetizer,Continental,False,True
2852,94,House Special Special,Porro officia corrupti nam quod exercitationem labore facilis beatae aut aliquid.,204.96,Appetizer,Continental,False,True
2853,94,Chef Special Classic,Non voluptatem quaerat recusandae natus tenetur.,86.08,Beverage,Continental,False,True
2854,94,House Special Deluxe,Officia quaerat nihil officiis alias aut.,482.2,Main Course,Continental,False,True
2855,94,Chef Special,Eligendi saepe fugiat voluptatibus facilis ea fugit quis qui mollitia eveniet.,102.72,Beverage,Continental,False,True
2856,94,Chef Special Deluxe,Eius ipsum veritatis ut mollitia soluta dignissimos incidunt.,72.83,Beverage,Continental,False,True
2857,94,Special Dish,Iste nesciunt quos possimus voluptates quae esse incidunt a blanditiis.,66.48,Bread,Continental,True,True
2858,94,Special Dish,Nisi molestias exercitationem vitae maiores maxime iste voluptate vitae ut.,357.18,Main Course,Continental,True,True
2859,94,Chef Special,Alias perspiciatis consectetur quidem nihil quos quis unde blanditiis eius provident itaque in.,96.97,Soup,Continental,False,True
2860,94,Chef Special Royal,Pariatur dolore ullam placeat eaque cumque explicabo beatae rerum unde vitae cumque iure.,122.39,Appetizer,Continental,False,True
2861,94,Special Dish,Distinctio consequuntur vero facere voluptatibus corrupti recusandae rerum doloremque nemo labore fugiat.,151.4,Appetizer,Continental,False,True
2862,94,House Special,Harum debitis reiciendis possimus sequi autem non blanditiis.,142.14,Beverage,Continental,True,True
2863,94,Chef Special Deluxe,Animi iusto corporis aspernatur voluptatum aliquam impedit voluptate similique illo ducimus ab eum.,231.9,Salad,Continental,False,True
2864,94,House Special Royal,Pariatur ab accusamus dolore incidunt doloremque in.,220.7,Appetizer,Continental,True,True
2865,94,Chef Special Deluxe,Praesentium aliquam blanditiis eos iure non maiores fugit.,67.39,Beverage,Continental,True,True
2866,94,Chef Special Classic,Nemo consequatur a iusto quisquam quisquam autem ad autem fugit facilis occaecati impedit.,319.84,Main Course,Continental,True,True
2867,94,Special Dish Royal,Praesentium delectus cupiditate doloribus eos at consequatur.,55.81,Bread,Continental,True,True
2868,94,Special Dish,Libero neque mollitia autem neque adipisci impedit repellendus incidunt nemo.,153.16,Dessert,Continental,False,True
2869,94,Special Dish Special,Repellendus mollitia mollitia laborum sunt inventore recusandae earum ab veritatis ullam facere.,44.8,Beverage,Continental,True,True
2870,94,House Special,Distinctio non a ex dolorum quae cumque accusantium voluptate nemo amet est saepe.,476.2,Main Course,Continental,False,False
2871,94,House Special,Occaecati modi hic omnis molestias minima.,198.33,Dessert,Continental,True,True
2872,94,Special Dish Special,Atque dolorem non quo amet natus amet magnam unde.,35.3,Bread,Continental,False,True
2873,94,Chef Special Royal,Eum tempora optio minima odit cumque ad.,139.92,Beverage,Continental,True,True
2874,94,Special Dish Deluxe,Pariatur porro porro at qui cum vero maiores modi nesciunt.,93.31,Appetizer,Continental,True,True
2875,94,House Special Royal,Sed ab aperiam consequatur mollitia eaque modi at vero numquam commodi.,144.65,Salad,Continental,False,True
2876,94,Chef Special Royal,Est ratione libero at nostrum odio quam culpa eveniet similique.,58.12,Bread,Continental,False,True
2877,94,Special Dish,Quasi nobis est enim accusamus cupiditate magni.,174.8,Salad,Continental,True,True
2878,94,House Special,Rerum a odit deleniti cumque optio ad laborum numquam iste sint.,227.84,Main Course,Continental,False,False
2879,94,Special Dish Royal,Ducimus numquam porro iste sapiente ratione totam natus totam.,90.69,Soup,Continental,False,False
2880,94,Chef Special,At itaque voluptatem velit iure quo.,129.65,Soup,Continental,False,True
2881,95,House Special Royal,Sequi veritatis quos necessitatibus animi voluptate esse.,134.05,Soup,Continental,True,True
2882,95,Chef Special Royal,Neque ducimus sit aliquid inventore labore deserunt ipsum dolorem dolorem repellat.,130.04,Salad,Continental,True,True
2883,95,Special Dish Deluxe,Numquam a quia molestias iusto quam.,164.07,Soup,Continental,False,True
2884,95,House Special Royal,Nam eveniet amet itaque facilis minima hic autem vero.,417.39,Main Course,Continental,False,False
2885,95,Special Dish Special,Beatae dolores ab ut eius fuga nihil explicabo accusantium ducimus animi.,180.21,Dessert,Continental,False,True
2886,95,House Special Special,Maiores voluptates nostrum optio fugit tenetur odio.,475.09,Main Course,Continental,True,True
2887,95,Chef Special Royal,Est cupiditate cum nostrum numquam voluptate quo consequatur possimus rerum nisi quod.,161.28,Salad,Continental,True,True
2888,95,House Special Deluxe,Rem quia distinctio eius deserunt velit totam sed corrupti quisquam cumque.,75.3,Bread,Continental,False,True
2889,95,Chef Special Royal,Sed iste repudiandae vel delectus exercitationem accusamus.,110.37,Dessert,Continental,True,False
2890,95,House Special Royal,Dolor blanditiis ratione similique dicta aliquam commodi qui in facere autem.,139.8,Appetizer,Continental,False,True
2891,95,Special Dish,Numquam veritatis aperiam nam eos voluptatum.,426.51,Main Course,Continental,False,True
2892,95,House Special Royal,Minima at fugit necessitatibus quo odio ea accusantium.,151.44,Salad,Continental,True,True
2893,95,Chef Special Classic,Quia cumque harum reprehenderit illum atque.,97.96,Dessert,Continental,False,True
2894,95,House Special Royal,Magnam beatae neque repellendus rem id eaque dolorum quibusdam.,125.44,Soup,Continental,True,True
2895,95,Special Dish Royal,Hic quibusdam sunt reprehenderit eveniet dicta voluptates.,29.72,Bread,Continental,False,True
2896,95,House Special Deluxe,Quae veniam earum nemo quaerat beatae suscipit voluptates.,46.01,Bread,Continental,True,True
2897,95,House Special Deluxe,Mollitia itaque provident ipsum debitis consequuntur modi.,107.32,Dessert,Continental,True,True
2898,95,Special Dish,Porro harum exercitationem consectetur facilis quis sapiente sit deserunt earum.,161.07,Salad,Continental,True,True
2899,95,Special Dish Special,Aperiam in assumenda placeat inventore quibusdam soluta pariatur.,70.06,Bread,Continental,False,True
2900,95,House Special Classic,Ea dicta delectus aliquam reiciendis illo.,340.44,Main Course,Continental,False,True
2901,95,House Special Royal,Vitae nemo harum reiciendis numquam in quo provident enim sint saepe expedita.,78.98,Bread,Continental,True,True
2902,95,House Special Classic,Necessitatibus voluptate ea et rerum recusandae quidem laboriosam deserunt adipisci omnis voluptatibus.,139.67,Dessert,Continental,True,True
2903,95,Special Dish Royal,Modi non voluptates inventore commodi fugiat.,158.22,Dessert,Continental,True,False
2904,95,Chef Special Special,Ullam dolore nam perspiciatis iste ab dolorem quis nesciunt dolore harum sit.,129.25,Dessert,Continental,False,True
2905,95,House Special Deluxe,Quod eos eveniet dolorem fugiat eum aliquam nulla ut sequi nulla iure.,197.13,Salad,Continental,True,True
2906,95,Special Dish Special,Cupiditate aspernatur tenetur soluta totam minus voluptatum.,223.29,Salad,Continental,False,True
2907,95,House Special Deluxe,Veritatis eum occaecati itaque nisi fugiat quo fugiat amet.,138.55,Soup,Continental,False,True
2908,95,Chef Special Deluxe,Provident harum laudantium eius iste quia.,147.99,Dessert,Continental,True,True
2909,95,Chef Special Deluxe,Porro dignissimos praesentium unde soluta quia quas temporibus ea sint.,135.94,Appetizer,Continental,False,True
2910,95,House Special Classic,Perferendis provident laborum laudantium quis animi dignissimos corporis labore quidem rerum itaque accusamus.,40.39,Bread,Continental,False,False
2911,96,Pizza Margherita Deluxe,Fuga itaque fuga quisquam minima voluptatibus.,144.91,Appetizer,Italian,False,True
2912,96,Tiramisu Royal,Optio pariatur animi fuga culpa distinctio quas quisquam.,477.23,Main Course,Italian,True,True
2913,96,Lasagna Special,Alias deleniti amet dolores quasi animi.,223.2,Salad,Italian,True,True
2914,96,Tiramisu,Nesciunt unde consectetur placeat vitae quis iste fugit suscipit porro et.,185.59,Salad,Italian,False,True
2915,96,Pasta Alfredo Deluxe,Repudiandae voluptates exercitationem nobis fugiat numquam culpa ipsa itaque.,129.91,Soup,Italian,True,True
2916,96,Garlic Bread Royal,Libero iure doloremque exercitationem sequi voluptas voluptatibus aliquam praesentium eligendi deserunt repellendus in.,124.7,Appetizer,Italian,False,True
2917,96,Pizza Margherita Royal,At illo exercitationem laborum est ipsa temporibus minima.,61.82,Appetizer,Italian,False,False
2918,96,Pizza Margherita Royal,Omnis ex occaecati omnis impedit maiores blanditiis fugiat vero adipisci veritatis.,68.64,Appetizer,Italian,False,True
2919,96,Pasta Alfredo Classic,Quasi in blanditiis porro commodi expedita rem veniam pariatur.,105.03,Salad,Italian,True,True
2920,96,Pasta Alfredo Special,Atque inventore a officiis dignissimos repellendus eius animi veritatis nam necessitatibus tenetur corrupti.,197.45,Dessert,Italian,False,True
2921,96,Lasagna,Iure delectus non unde recusandae quae iure nam sint similique voluptatum saepe cum.,440.86,Main Course,Italian,False,True
2922,96,Garlic Bread Classic,Atque tempora esse voluptatibus illo aperiam tenetur iste.,177.39,Main Course,Italian,False,True
2923,96,Garlic Bread Royal,Dolores ullam officiis voluptatum esse sit quisquam.,160.63,Dessert,Italian,False,True
2924,96,Garlic Bread Deluxe,Necessitatibus in qui temporibus laborum maiores quos fuga iusto.,81.39,Appetizer,Italian,False,True
2925,96,Lasagna Special,Perspiciatis natus natus eligendi beatae quisquam modi iste placeat nesciunt atque eum.,63.02,Bread,Italian,False,True
2926,96,Bruschetta,Quibusdam placeat voluptatem delectus magni vero suscipit ea.,139.23,Dessert,Italian,False,True
2927,96,Pasta Alfredo Deluxe,Nobis necessitatibus eum illum ab exercitationem velit.,139.05,Salad,Italian,True,True
2928,96,Lasagna Special,Nesciunt ducimus earum fugit dolorum ducimus repellat cupiditate velit.,195.47,Dessert,Italian,True,False
2929,96,Pizza Margherita Deluxe,Libero ex iure nisi quis fugit aliquam nihil nemo fugiat.,329.71,Main Course,Italian,False,False
2930,96,Pizza Margherita Special,Ducimus laboriosam totam doloribus mollitia iusto voluptatem mollitia nobis vitae cumque.,432.23,Main Course,Italian,True,True
2931,96,Garlic Bread Classic,Ratione necessitatibus amet quas sed aliquam.,65.39,Beverage,Italian,False,True
2932,96,Tiramisu Special,Maiores a praesentium laboriosam repellat distinctio aliquam expedita modi numquam aspernatur iusto.,416.91,Main Course,Italian,False,True
2933,96,Garlic Bread,Reiciendis aspernatur voluptatibus fugiat ea facilis deleniti tenetur sit maiores corrupti aspernatur minima.,164.29,Salad,Italian,False,True
2934,96,Tiramisu Classic,Sapiente eligendi atque eum dolor fugit molestias quod natus exercitationem.,231.72,Salad,Italian,True,True
2935,96,Garlic Bread Royal,Eos distinctio consectetur sit quos et esse neque.,92.95,Soup,Italian,False,False
2936,96,Bruschetta Royal,Occaecati beatae nesciunt voluptatum accusamus error.,98.04,Dessert,Italian,True,True
2937,96,Lasagna Deluxe,Rerum dolore similique praesentium nulla possimus a eaque deserunt quod harum.,136.29,Soup,Italian,True,True
2938,97,Coconut Chutney Deluxe,Dicta aut tenetur facilis distinctio sequi eum.,103.27,Salad,South Indian,False,True
2939,97,Vada Special,Ex provident similique itaque rerum ipsa deserunt blanditiis et repellendus cupiditate.,153.63,Dessert,South Indian,True,True
2940,97,Idli Deluxe,Eum voluptatem cum nesciunt praesentium perspiciatis deleniti veritatis fugiat harum.,42.76,Bread,South Indian,False,True
2941,97,Idli,Ducimus soluta sequi eius repellendus alias sapiente totam rem repudiandae.,75.33,Appetizer,South Indian,False,True
2942,97,Sambar Royal,Iusto fugit perferendis dolorem neque inventore ipsam earum vitae facere.,196.35,Dessert,South Indian,True,False
2943,97,Vada,Soluta architecto recusandae optio ipsum temporibus dolores provident repellendus.,416.46,Main Course,South Indian,True,True
2944,97,Vada Royal,Labore quam amet aliquid officia commodi minima consequatur sit dolorem.,184.56,Salad,South Indian,True,True
2945,97,Sambar Classic,Magni facilis placeat laborum fugiat eligendi est minus.,102.86,Soup,South Indian,False,True
2946,97,Dosa Special,Accusamus unde amet repudiandae cumque assumenda adipisci et incidunt numquam modi neque deleniti.,199.27,Dessert,South Indian,True,True
2947,97,Vada Classic,Aspernatur ipsum mollitia incidunt nobis temporibus.,175.14,Main Course,South Indian,False,True
2948,97,Sambar Deluxe,Perspiciatis beatae earum error molestiae ut asperiores quibusdam tenetur maxime ut vitae.,132.88,Appetizer,South Indian,True,True
2949,97,Idli,Sit maxime laudantium quaerat amet fugiat voluptas sit dolorum voluptas cumque.,149.32,Salad,South Indian,False,True
2950,97,Uttapam,Dicta repellendus architecto quos recusandae iste fuga possimus.,169.94,Dessert,South Indian,False,True
2951,97,Dosa Royal,Nulla nemo nobis beatae nihil laudantium reiciendis dolor nobis voluptates beatae maxime.,32.56,Bread,South Indian,True,True
2952,97,Idli Deluxe,Velit possimus maxime quae nemo hic laudantium tenetur dolore atque magni.,58.23,Bread,South Indian,True,True
2953,97,Vada Special,Veritatis laudantium amet nemo quibusdam corrupti ducimus quia perspiciatis libero at.,41.36,Beverage,South Indian,True,True
2954,97,Vada Royal,Dignissimos error mollitia velit consequatur aspernatur alias.,196.96,Dessert,South Indian,True,False
